number	mktype	m425	eff_wavelength_m425	m475	eff_wavelength_m475	m525	eff_wavelength_m525	m575	eff_wavelength_m575	m625	eff_wavelength_m625	m675	eff_wavelength_m675	m725	eff_wavelength_m725	m775	eff_wavelength_m775	m825	eff_wavelength_m825	m875	eff_wavelength_m875	m925	eff_wavelength_m925	m975	eff_wavelength_m975	m1025	eff_wavelength_m1025	B	eff_wavelength_B	V	eff_wavelength_V	g	eff_wavelength_g	r	eff_wavelength_r	i	eff_wavelength_i	n6780	eff_wavelength_n6780	n6830	eff_wavelength_n6830
117	K0IV	-27.257460304771776	4257.7433205540165	-28.046034858975638	4755.646409923665	-28.396269718146367	5255.022260503111	-28.82986032058445	5748.635732582142	-29.1180687636821	6249.486110949354	-29.311797328549996	6759.434908824179	-29.469468325183282	7259.556406302323	-29.6400693204029	7752.821747940547	-29.76820884350814	8251.095420142767	-29.886242975954296	8762.201215194538	-29.934740668193534	9266.405410354084	-30.084519906712277	9758.19622894132	-30.206895623923113	10263.121445458055	-27.5369154483423	4442.247987847948	-28.630002429844964	5536.148092775338	-27.89583164937298	4726.112380694397	-29.071362750752222	6197.686507530391	-29.554285748975623	7523.852129426542	-29.322519926487153	6783.502010948252	-29.33444334536187	6832.973429309854
118	K0III	-27.254271942724095	4257.7433205540165	-28.06162831367287	4755.646409923665	-28.414369997450073	5255.022260503111	-28.805657456826275	5748.635732582142	-29.10216220485644	6249.486110949354	-29.32806754517408	6759.434908824179	-29.465580859286142	7259.556406302323	-29.61972000662329	7752.821747940547	-29.743257691343018	8251.095420142767	-29.893807828010903	8762.201215194538	-29.923513285338835	9266.405410354084	-30.059836033324324	9758.19622894132	-30.18164176928138	10263.121445458055	-27.538049448302818	4442.247987847948	-28.62765743627825	5536.148092775338	-27.911241580399555	4726.112380694397	-29.05672136132301	6197.686507530391	-29.542814497237096	7523.852129426542	-29.36265234077244	6783.502010948252	-29.383970112110728	6832.973429309854
119	K0III	-27.21341178433647	4257.7433205540165	-28.066403938873833	4755.646409923665	-28.404242383975912	5255.022260503111	-28.821051627337802	5748.635732582142	-29.090296392540726	6249.486110949354	-29.322045031216113	6759.434908824179	-29.437391686355696	7259.556406302323	-29.63532854101294	7752.821747940547	-29.751934565749018	8251.095420142767	-29.84161696586672	8762.201215194538	-29.915169175062623	9266.405410354084	-30.004626646038567	9758.19622894132	-30.133270930795998	10263.121445458055	-27.5200470286254	4442.247987847948	-28.628035239966913	5536.148092775338	-27.90173583761875	4726.112380694397	-29.058454793248902	6197.686507530391	-29.539333094620584	7523.852129426542	-29.340709770506194	6783.502010948252	-29.368824742231723	6832.973429309854
120		-27.231174534796327	4257.7433205540165	-28.05644898341469	4755.646409923665	-28.405150662590803	5255.022260503111	-28.822866537769364	5748.635732582142	-29.08716761843962	6249.486110949354	-29.308311043142503	6759.434908824179	-29.463035420371085	7259.556406302323	-29.587755803653387	7752.821747940547	-29.674769261499996	8251.095420142767	-29.82969806670892	8762.201215194538	-29.882398049800916	9266.405410354084	-29.997099886566716	9758.19622894132	-30.104965700175207	10263.121445458055	-27.52279262907422	4442.247987847948	-28.628133232330182	5536.148092775338	-27.8974933225507	4726.112380694397	-29.047779178523882	6197.686507530391	-29.5198128446933	7523.852129426542	-29.3457109686628	6783.502010948252	-29.356276243980524	6832.973429309854
121	K3III	-27.19554559000754	4257.7433205540165	-28.08445384024314	4755.646409923665	-28.389396606711294	5255.022260503111	-28.83232538185449	5748.635732582142	-29.092396525018344	6249.486110949354	-29.31029699373099	6759.434908824179	-29.399155353863982	7259.556406302323	-29.56791198559442	7752.821747940547	-29.678715322326575	8251.095420142767	-29.835314913084858	8762.201215194538	-29.867113155807242	9266.405410354084	-29.95756673877301	9758.19622894132	-30.10578466146668	10263.121445458055	-27.516524231528294	4442.247987847948	-28.62892403773464	5536.148092775338	-27.896554226815283	4726.112380694397	-29.058942001560478	6197.686507530391	-29.482149939197893	7523.852129426542	-29.32734020999957	6783.502010948252	-29.344865914499344	6832.973429309854
122	K0IV	-27.21095170322254	4257.7433205540165	-28.05021377908748	4755.646409923665	-28.42440216405169	5255.022260503111	-28.797333900320762	5748.635732582142	-29.07815643357949	6249.486110949354	-29.323697449394608	6759.434908824179	-29.433249858655458	7259.556406302323	-29.64907162321486	7752.821747940547	-29.759869075367465	8251.095420142767	-29.906855939820876	8762.201215194538	-29.928261788284548	9266.405410354084	-30.060376787844156	9758.19622894132	-30.109864566718436	10263.121445458055	-27.513747550209075	4442.247987847948	-28.62634795412219	5536.148092775338	-27.90388112676488	4726.112380694397	-29.04239483765767	6197.686507530391	-29.54250694535134	7523.852129426542	-29.361353765539864	6783.502010948252	-29.39064757822291	6832.973429309854
123	K0III	-27.162464913226568	4257.7433205540165	-28.04268017741965	4755.646409923665	-28.409302653233098	5255.022260503111	-28.817309415749026	5748.635732582142	-29.091379383877303	6249.486110949354	-29.32569106384738	6759.434908824179	-29.463988959027198	7259.556406302323	-29.666622831067517	7752.821747940547	-29.75846154837159	8251.095420142767	-29.922240919556163	8762.201215194538	-29.993246879824127	9266.405410354084	-30.09753027198643	9758.19622894132	-30.22440129518477	10263.121445458055	-27.489269197679405	4442.247987847948	-28.627804898258795	5536.148092775338	-27.882880475084693	4726.112380694397	-29.05620127049427	6197.686507530391	-29.561724318259923	7523.852129426542	-29.34631986305391	6783.502010948252	-29.376969387143387	6832.973429309854
124	K2III	-27.15952158809378	4257.7433205540165	-28.04134959533279	4755.646409923665	-28.3925261885064	5255.022260503111	-28.836489461265977	5748.635732582142	-29.087582797031896	6249.486110949354	-29.305554311204393	6759.434908824179	-29.437894210995577	7259.556406302323	-29.598029843365833	7752.821747940547	-29.732745385801437	8251.095420142767	-29.875925549830157	8762.201215194538	-29.921207557213023	9266.405410354084	-30.060466951478727	9758.19622894132	-30.20660907772016	10263.121445458055	-27.48105163134939	4442.247987847948	-28.62915987475061	5536.148092775338	-27.871111948289684	4726.112380694397	-29.05400690538007	6197.686507530391	-29.519498544584128	7523.852129426542	-29.32745485768209	6783.502010948252	-29.369423140849186	6832.973429309854
125	K2III	-27.160196318971153	4257.7433205540165	-28.047718284733634	4755.646409923665	-28.408302599898853	5255.022260503111	-28.815850688398044	5748.635732582142	-29.096221647404864	6249.486110949354	-29.31529474549016	6759.434908824179	-29.45471651771221	7259.556406302323	-29.619913599279975	7752.821747940547	-29.732487595031436	8251.095420142767	-29.880953332281926	8762.201215194538	-29.902637818606614	9266.405410354084	-30.012831987162663	9758.19622894132	-30.15034918729704	10263.121445458055	-27.489330081714783	4442.247987847948	-28.627914086331785	5536.148092775338	-27.88366773875287	4726.112380694397	-29.054660968315673	6197.686507530391	-29.53433567822414	7523.852129426542	-29.335394252560206	6783.502010948252	-29.36463387514937	6832.973429309854
126	K1III	-27.122996683914526	4257.7433205540165	-28.024598410449244	4755.646409923665	-28.396493490321685	5255.022260503111	-28.82717615400022	5748.635732582142	-29.10827280715397	6249.486110949354	-29.354683817663663	6759.434908824179	-29.499634672640866	7259.556406302323	-29.661946283571368	7752.821747940547	-29.79905042083722	8251.095420142767	-29.941079304331947	8762.201215194538	-29.939438309423196	9266.405410354084	-30.09159157439074	9758.19622894132	-30.227473800140512	10263.121445458055	-27.458341722400398	4442.247987847948	-28.629243665337146	5536.148092775338	-27.859583853294765	4726.112380694397	-29.07187878993238	6197.686507530391	-29.58174624657854	7523.852129426542	-29.3712619010457	6783.502010948252	-29.407910147779678	6832.973429309854
127	K1III	-27.11657435341264	4257.7433205540165	-28.016892823095844	4755.646409923665	-28.40243905323044	5255.022260503111	-28.819904848107104	5748.635732582142	-29.115254840375393	6249.486110949354	-29.36776594892028	6759.434908824179	-29.502133313898135	7259.556406302323	-29.667235208395187	7752.821747940547	-29.794888858538734	8251.095420142767	-29.963368048105636	8762.201215194538	-29.98369944923677	9266.405410354084	-30.127609013974386	9758.19622894132	-30.26613349157897	10263.121445458055	-27.450873890237478	4442.247987847948	-28.62873922638434	5536.148092775338	-27.858576699433378	4726.112380694397	-29.076944018840038	6197.686507530391	-29.58594149174553	7523.852129426542	-29.396541575423065	6783.502010948252	-29.421697990097776	6832.973429309854
128	K1III	-27.143684342733714	4257.7433205540165	-28.034606338114113	4755.646409923665	-28.38467697203102	5255.022260503111	-28.841794846222506	5748.635732582142	-29.092529817235352	6249.486110949354	-29.284606798738896	6759.434908824179	-29.383831558305907	7259.556406302323	-29.501544541934397	7752.821747940547	-29.693493554755023	8251.095420142767	-29.869407217193142	8762.201215194538	-29.858265477642874	9266.405410354084	-29.99686322231313	9758.19622894132	-30.074375444132553	10263.121445458055	-27.46677854658964	4442.247987847948	-28.630058954890487	5536.148092775338	-27.857805552316997	4726.112380694397	-29.052603775585926	6197.686507530391	-29.454644507241703	7523.852129426542	-29.30441562815932	6783.502010948252	-29.33935444231356	6832.973429309854
129	K3III	-27.068738079238315	4257.7433205540165	-28.02542131735118	4755.646409923665	-28.383294084560212	5255.022260503111	-28.83156010597459	5748.635732582142	-29.13603154049539	6249.486110949354	-29.354310478058284	6759.434908824179	-29.448350749978488	7259.556406302323	-29.610713918931694	7752.821747940547	-29.788644110492456	8251.095420142767	-29.970227311994712	8762.201215194538	-29.983359486585016	9266.405410354084	-30.100252342007327	9758.19622894132	-30.228009129446846	10263.121445458055	-27.429677249557724	4442.247987847948	-28.63069594610904	5536.148092775338	-27.839995541001006	4726.112380694397	-29.088183918917288	6197.686507530391	-29.53739198424987	7523.852129426542	-29.378801532947392	6783.502010948252	-29.407612841393743	6832.973429309854
130	K3III	-27.0631870940932	4257.7433205540165	-27.996322465491037	4755.646409923665	-28.369977857130127	5255.022260503111	-28.858969337857864	5748.635732582142	-29.134569758284012	6249.486110949354	-29.35818689301739	6759.434908824179	-29.520143961601057	7259.556406302323	-29.65280325586161	7752.821747940547	-29.772381508836574	8251.095420142767	-29.95207935849013	8762.201215194538	-29.9773448230693	9266.405410354084	-30.102241783227708	9758.19622894132	-30.244684369383815	10263.121445458055	-27.411628709761317	4442.247987847948	-28.63156262693129	5536.148092775338	-27.819479430581808	4726.112380694397	-29.095179653551796	6197.686507530391	-29.586448762886917	7523.852129426542	-29.387910128598907	6783.502010948252	-29.408821973788616	6832.973429309854
131	K2IIIP	-27.02361214164393	4257.7433205540165	-27.982393651046785	4755.646409923665	-28.36952426346477	5255.022260503111	-28.852996534451005	5748.635732582142	-29.120765493381384	6249.486110949354	-29.37911044293756	6759.434908824179	-29.545947294903833	7259.556406302323	-29.763951977591752	7752.821747940547	-29.866496688854394	8251.095420142767	-29.981286063095155	8762.201215194538	-30.029832441916287	9266.405410354084	-30.085326203109886	9758.19622894132	-30.118701585557464	10263.121445458055	-27.38951789741071	4442.247987847948	-28.631150886082985	5536.148092775338	-27.805646954129184	4726.112380694397	-29.090819909784777	6197.686507530391	-29.650716774850817	7523.852129426542	-29.399045518437124	6783.502010948252	-29.434475791610822	6832.973429309854
132	K3III	-26.97272079079532	4257.7433205540165	-27.97439118367009	4755.646409923665	-28.34838849636476	5255.022260503111	-28.865031088674144	5748.635732582142	-29.174335104446918	6249.486110949354	-29.451559444192522	6759.434908824179	-29.584682168302486	7259.556406302323	-29.727901339655173	7752.821747940547	-29.838099297827192	8251.095420142767	-30.012696530794187	8762.201215194538	-30.088502793701267	9266.405410354084	-30.219362001604875	9758.19622894132	-30.3452627648604	10263.121445458055	-27.3650156956425	4442.247987847948	-28.63383069910511	5536.148092775338	-27.78408479412547	4726.112380694397	-29.136677100417486	6197.686507530391	-29.657253567288514	7523.852129426542	-29.486131570996026	6783.502010948252	-29.49024221649859	6832.973429309854
133	K3III	-26.921388747980075	4257.7433205540165	-27.971981898192286	4755.646409923665	-28.37448903385276	5255.022260503111	-28.842252113187232	5748.635732582142	-29.13705947775898	6249.486110949354	-29.377277904036934	6759.434908824179	-29.463192294055172	7259.556406302323	-29.62934631140865	7752.821747940547	-29.802604430048653	8251.095420142767	-29.99422012878472	8762.201215194538	-29.98328034912372	9266.405410354084	-30.14159059381469	9758.19622894132	-30.25097888040711	10263.121445458055	-27.33875069924551	4442.247987847948	-28.631495381863118	5536.148092775338	-27.785711065280925	4726.112380694397	-29.09731324040998	6197.686507530391	-29.556176565981787	7523.852129426542	-29.40176963372597	6783.502010948252	-29.41859805924684	6832.973429309854
134	K2III	-27.085645443733295	4257.7433205540165	-28.014854115513824	4755.646409923665	-28.39348002842631	5255.022260503111	-28.831170233558442	5748.635732582142	-29.099244957067214	6249.486110949354	-29.35203633009911	6759.434908824179	-29.48127403140702	7259.556406302323	-29.68701361964761	7752.821747940547	-29.790117931894443	8251.095420142767	-29.95181046732857	8762.201215194538	-30.007939576868665	9266.405410354084	-30.110301553433434	9758.19622894132	-30.22785213293924	10263.121445458055	-27.435768931428587	4442.247987847948	-28.629090325476348	5536.148092775338	-27.846565114406122	4726.112380694397	-29.06891969294668	6197.686507530391	-29.582083492147525	7523.852129426542	-29.40842762329033	6783.502010948252	-29.41027936806371	6832.973429309854
135	K2III	-26.967888826003378	4257.7433205540165	-27.978388376000197	4755.646409923665	-28.371060105719003	5255.022260503111	-28.84363771103773	5748.635732582142	-29.163450816529295	6249.486110949354	-29.40797920826995	6759.434908824179	-29.534434664630147	7259.556406302323	-29.741664121949867	7752.821747940547	-29.819953377877116	8251.095420142767	-30.029390929469173	8762.201215194538	-30.036208420051068	9266.405410354084	-30.190031859194477	9758.19622894132	-30.358201157764682	10263.121445458055	-27.363801602852035	4442.247987847948	-28.632334892777354	5536.148092775338	-27.79680959281759	4726.112380694397	-29.11712046944205	6197.686507530391	-29.63207970545913	7523.852129426542	-29.44273130203673	6783.502010948252	-29.474034513464563	6832.973429309854
136	K0III	-27.059498433056426	4257.7433205540165	-27.931069172057803	4755.646409923665	-28.394143206297286	5255.022260503111	-28.831299820999373	5748.635732582142	-29.13001984633997	6249.486110949354	-29.401319021613112	6759.434908824179	-29.569030504734183	7259.556406302323	-29.75553574765895	7752.821747940547	-29.8463589088049	8251.095420142767	-30.012139957086394	8762.201215194538	-30.100237710599195	9266.405410354084	-30.183908935479256	9758.19622894132	-30.286113060855378	10263.121445458055	-27.390828178830837	4442.247987847948	-28.630228992753743	5536.148092775338	-27.80497544446642	4726.112380694397	-29.092696812298527	6197.686507530391	-29.657867053740503	7523.852129426542	-29.418364576746924	6783.502010948252	-29.431017415028858	6832.973429309854
137		-26.89169158086461	4257.7433205540165	-27.925936029351966	4755.646409923665	-28.340575363495027	5255.022260503111	-28.8732214128194	5748.635732582142	-29.18849352329397	6249.486110949354	-29.466114420645265	6759.434908824179	-29.6539637766462	7259.556406302323	-29.81978411846541	7752.821747940547	-29.929193554040275	8251.095420142767	-30.111641702275378	8762.201215194538	-30.188966013271337	9266.405410354084	-30.3172735471429	9758.19622894132	-30.45189762980575	10263.121445458055	-27.300006607559453	4442.247987847948	-28.63443195640102	5536.148092775338	-27.742092079529716	4726.112380694397	-29.147566405629984	6197.686507530391	-29.73224399061467	7523.852129426542	-29.497460841849573	6783.502010948252	-29.517329815867544	6832.973429309854
138	K2IIIP	-26.93028190691716	4257.7433205540165	-27.966596105915293	4755.646409923665	-28.37857989620675	5255.022260503111	-28.841693454090954	5748.635732582142	-29.138377052944314	6249.486110949354	-29.388677090261844	6759.434908824179	-29.536164228098748	7259.556406302323	-29.78551420146545	7752.821747940547	-29.864466369969197	8251.095420142767	-30.063800864914075	8762.201215194538	-30.17331787645043	9266.405410354084	-30.224696470871404	9758.19622894132	-30.352759174099667	10263.121445458055	-27.346611285884677	4442.247987847948	-28.631068270960004	5536.148092775338	-27.789345261484478	4726.112380694397	-29.096366514785004	6197.686507530391	-29.65481271948059	7523.852129426542	-29.430308594986432	6783.502010948252	-29.467897220353937	6832.973429309854
139	K1IV	-26.843060721602665	4257.7433205540165	-27.92153640410554	4755.646409923665	-28.3357147471024	5255.022260503111	-28.875261598888375	5748.635732582142	-29.203133640894773	6249.486110949354	-29.495015478472553	6759.434908824179	-29.698930165901256	7259.556406302323	-29.856483090911098	7752.821747940547	-29.991370762270307	8251.095420142767	-30.17158799458673	8762.201215194538	-30.2208984624831	9266.405410354084	-30.350912135650177	9758.19622894132	-30.4878347316984	10263.121445458055	-27.27941396479227	4442.247987847948	-28.6352331311451	5536.148092775338	-27.731985006644617	4726.112380694397	-29.16089425383476	6197.686507530391	-29.775368760476262	7523.852129426542	-29.527117837184917	6783.502010948252	-29.558141167877444	6832.973429309854
140		-26.906117882753332	4257.7433205540165	-27.921644669987543	4755.646409923665	-28.347760753917044	5255.022260503111	-28.867989852402935	5748.635732582142	-29.175284050090376	6249.486110949354	-29.455357891898277	6759.434908824179	-29.61749293339497	7259.556406302323	-29.79300386691319	7752.821747940547	-29.95206869703404	8251.095420142767	-30.134216916878405	8762.201215194538	-30.2809873927669	9266.405410354084	-30.381852121095957	9758.19622894132	-30.48694678723839	10263.121445458055	-27.305581050378404	4442.247987847948	-28.633966374837367	5536.148092775338	-27.748515300270114	4726.112380694397	-29.139505807036063	6197.686507530391	-29.703447616807473	7523.852129426542	-29.47631715873274	6783.502010948252	-29.516224210610126	6832.973429309854
141	K3III	-26.85518311870334	4257.7433205540165	-27.914440765056042	4755.646409923665	-28.324132351585966	5255.022260503111	-28.8872236086066	5748.635732582142	-29.214073271845017	6249.486110949354	-29.50344741772256	6759.434908824179	-29.722227687348433	7259.556406302323	-29.885898347463176	7752.821747940547	-30.01865062518922	8251.095420142767	-30.194463251102512	8762.201215194538	-30.263344207100605	9266.405410354084	-30.40430631786995	9758.19622894132	-30.52595760585516	10263.121445458055	-27.276259680017425	4442.247987847948	-28.636233718677158	5536.148092775338	-27.72427447482132	4726.112380694397	-29.173433225872067	6197.686507530391	-29.800948820694522	7523.852129426542	-29.530078151171118	6783.502010948252	-29.534580849185094	6832.973429309854
142	K3III	-26.835942756380522	4257.7433205540165	-27.91250095722343	4755.646409923665	-28.34873371587364	5255.022260503111	-28.86355962838266	5748.635732582142	-29.193304292990774	6249.486110949354	-29.484515155896407	6759.434908824179	-29.653778530568463	7259.556406302323	-29.871636501622667	7752.821747940547	-29.991385956435366	8251.095420142767	-30.18978112107249	8762.201215194538	-30.253938325527308	9266.405410354084	-30.39057519124031	9758.19622894132	-30.551709653801073	10263.121445458055	-27.275913052341515	4442.247987847948	-28.633991182162497	5536.148092775338	-27.73519259245529	4726.112380694397	-29.15413124214882	6197.686507530391	-29.761141524536278	7523.852129426542	-29.508821315163747	6783.502010948252	-29.55250087770466	6832.973429309854
143	K3III	-26.850167827146016	4257.7433205540165	-27.902637831330924	4755.646409923665	-28.35890908126151	5255.022260503111	-28.85394174404242	5748.635732582142	-29.161442871318787	6249.486110949354	-29.487475290285012	6759.434908824179	-29.646186183381094	7259.556406302323	-29.889063879226395	7752.821747940547	-30.056759722843495	8251.095420142767	-30.22469278313004	8762.201215194538	-30.314357250226415	9266.405410354084	-30.371023048123128	9758.19622894132	-30.510724146952466	10263.121445458055	-27.277830421620962	4442.247987847948	-28.63263413825056	5536.148092775338	-27.733659391673008	4726.112380694397	-29.13342299341099	6197.686507530391	-29.773514786556984	7523.852129426542	-29.513609166891086	6783.502010948252	-29.574074621290606	6832.973429309854
144	K5III	-26.73350298876432	4257.7433205540165	-27.88907879959887	4755.646409923665	-28.32696598864122	5255.022260503111	-28.87381123917376	5748.635732582142	-29.213944526732632	6249.486110949354	-29.534994393947095	6759.434908824179	-29.718203898720454	7259.556406302323	-29.9657884127545	7752.821747940547	-30.09662123168833	8251.095420142767	-30.288875665301607	8762.201215194538	-30.354461012442307	9266.405410354084	-30.44848019337038	9758.19622894132	-30.548528000700767	10263.121445458055	-27.21752177918475	4442.247987847948	-28.6355755168514	5536.148092775338	-27.693968025199567	4726.112380694397	-29.177877086627696	6197.686507530391	-29.841528100005412	7523.852129426542	-29.554585838939996	6783.502010948252	-29.59812905900477	6832.973429309854
145	K4III	-26.644664408731515	4257.7433205540165	-27.8439435680393	4755.646409923665	-28.30928723058532	5255.022260503111	-28.89714414477842	5748.635732582142	-29.21549597826864	6249.486110949354	-29.465416121927905	6759.434908824179	-29.61073956545839	7259.556406302323	-29.832599858352022	7752.821747940547	-30.032018252112294	8251.095420142767	-30.26404751619313	8762.201215194538	-30.285267380089845	9266.405410354084	-30.453665877991458	9758.19622894132	-30.56885638358907	10263.121445458055	-27.156413872500742	4442.247987847948	-28.637321592712667	5536.148092775338	-27.645999542443853	4726.112380694397	-29.170868327044207	6197.686507530391	-29.729367881173815	7523.852129426542	-29.477401888824964	6783.502010948252	-29.51719349391859	6832.973429309854
146		-26.65682534045679	4257.7433205540165	-27.825734911181573	4755.646409923665	-28.30052208513373	5255.022260503111	-28.901184447364475	5748.635732582142	-29.25425818168083	6249.486110949354	-29.534406005987798	6759.434908824179	-29.74653783250478	7259.556406302323	-29.97151224781102	7752.821747940547	-30.111441736591594	8251.095420142767	-30.302060479704274	8762.201215194538	-30.383955145041615	9266.405410354084	-30.533783767630183	9758.19622894132	-30.712248577686125	10263.121445458055	-27.15138537081774	4442.247987847948	-28.63854689609554	5536.148092775338	-27.637704309859	4726.112380694397	-29.207633018423497	6197.686507530391	-29.85544475374806	7523.852129426542	-29.53777770760862	6783.502010948252	-29.583782831299033	6832.973429309854
147	K5III	-26.651723694902707	4257.7433205540165	-27.837516332615785	4755.646409923665	-28.29607770938979	5255.022260503111	-28.898799080817433	5748.635732582142	-29.26315201469155	6249.486110949354	-29.595704978522832	6759.434908824179	-29.84897354608971	7259.556406302323	-30.095951942811734	7752.821747940547	-30.228692356239915	8251.095420142767	-30.423841260846114	8762.201215194538	-30.499498943638514	9266.405410354084	-30.627482194302047	9758.19622894132	-30.78327973676448	10263.121445458055	-27.15422427541089	4442.247987847948	-28.63898601398455	5536.148092775338	-27.636898005581077	4726.112380694397	-29.223864555531765	6197.686507530391	-29.968824435876414	7523.852129426542	-29.58191937504667	6783.502010948252	-29.636535601099936	6832.973429309854
148		-26.523707629483457	4257.7433205540165	-27.78585706839832	4755.646409923665	-28.293198056549613	5255.022260503111	-28.89253064030826	5748.635732582142	-29.295084403205557	6249.486110949354	-29.642271415862986	6759.434908824179	-29.887641904207793	7259.556406302323	-30.149895734331416	7752.821747940547	-30.29731689262097	8251.095420142767	-30.49682457224084	8762.201215194538	-30.5534932537882	9266.405410354084	-30.731258192584576	9758.19622894132	-30.93445438115486	10263.121445458055	-27.081918368521407	4442.247987847948	-28.63984441601529	5536.148092775338	-27.593460081120327	4726.112380694397	-29.245938060617082	6197.686507530391	-30.018752142909022	7523.852129426542	-29.63789574508564	6783.502010948252	-29.705807694381036	6832.973429309854
149	K4III	-26.660096776790713	4257.7433205540165	-27.829525921183944	4755.646409923665	-28.307406056526816	5255.022260503111	-28.896854438012774	5748.635732582142	-29.236665930443074	6249.486110949354	-29.56181972585259	6759.434908824179	-29.78548151408416	7259.556406302323	-30.067534362701018	7752.821747940547	-30.205881073964793	8251.095420142767	-30.416138025306267	8762.201215194538	-30.597072135588654	9266.405410354084	-30.708793562688403	9758.19622894132	-30.84705439085105	10263.121445458055	-27.15783177830634	4442.247987847948	-28.637938194956043	5536.148092775338	-27.644188221366974	4726.112380694397	-29.200452535499707	6197.686507530391	-29.925518804373752	7523.852129426542	-29.559342597403344	6783.502010948252	-29.63206121279718	6832.973429309854
150	K5III	-26.65762825501679	4257.7433205540165	-27.824288536070405	4755.646409923665	-28.299145383381013	5255.022260503111	-28.89914611536426	5748.635732582142	-29.251778416052435	6249.486110949354	-29.58604241819021	6759.434908824179	-29.82267626245126	7259.556406302323	-30.08549424169708	7752.821747940547	-30.269886272735754	8251.095420142767	-30.45120703055122	8762.201215194538	-30.57021786036819	9266.405410354084	-30.73110020533	9758.19622894132	-30.89134991525219	10263.121445458055	-27.149714998976048	4442.247987847948	-28.638600603879762	5536.148092775338	-27.63340859596746	4726.112380694397	-29.214714598517673	6197.686507530391	-29.95860158573429	7523.852129426542	-29.578977395012608	6783.502010948252	-29.6499394142319	6832.973429309854
151	M0III	-26.604764873290073	4257.7433205540165	-27.81507244851641	4755.646409923665	-28.315437761674808	5255.022260503111	-28.875679082644353	5748.635732582142	-29.27291782419747	6249.486110949354	-29.630549036436925	6759.434908824179	-29.878392649437117	7259.556406302323	-30.16346752322064	7752.821747940547	-30.351281720124103	8251.095420142767	-30.55047916174134	8762.201215194538	-30.684110043535444	9266.405410354084	-30.821337938004532	9758.19622894132	-30.94692086504288	10263.121445458055	-27.13015640207916	4442.247987847948	-28.63820985018499	5536.148092775338	-27.629341453595472	4726.112380694397	-29.22805247424778	6197.686507530391	-30.02646857993546	7523.852129426542	-29.608389219857685	6783.502010948252	-29.695465602365513	6832.973429309854
152	M0III	-26.507807320480214	4257.7433205540165	-27.76252274814897	4755.646409923665	-28.29119982887978	5255.022260503111	-28.89866897320802	5748.635732582142	-29.281625032851206	6249.486110949354	-29.654375888563784	6759.434908824179	-29.918430851720462	7259.556406302323	-30.19551123336296	7752.821747940547	-30.406341256347197	8251.095420142767	-30.619099244967	8762.201215194538	-30.722177517528127	9266.405410354084	-30.905354647485744	9758.19622894132	-31.09101444090342	10263.121445458055	-27.063169958562483	4442.247987847948	-28.63969589070562	5536.148092775338	-27.57748598930356	4726.112380694397	-29.241945912711856	6197.686507530391	-30.065192408249032	7523.852129426542	-29.62013295447254	6783.502010948252	-29.71728346296348	6832.973429309854
153	K5III	-26.34498099705473	4257.7433205540165	-27.63765630915154	4755.646409923665	-28.26042450284352	5255.022260503111	-28.92540555735895	5748.635732582142	-29.329870971308356	6249.486110949354	-29.704069551597886	6759.434908824179	-29.986161787553442	7259.556406302323	-30.282027681887747	7752.821747940547	-30.447310834369084	8251.095420142767	-30.688639689114577	8762.201215194538	-30.827217092616507	9266.405410354084	-30.952865281062646	9758.19622894132	-31.102702366420623	10263.121445458055	-26.938388823957848	4442.247987847948	-28.64310143600232	5536.148092775338	-27.485815426656135	4726.112380694397	-29.29359663211816	6197.686507530391	-30.133248789521026	7523.852129426542	-29.708288453540483	6783.502010948252	-29.71960215203625	6832.973429309854
154	K5III	-26.6054782936989	4257.7433205540165	-27.78223776945477	4755.646409923665	-28.308759518438965	5255.022260503111	-28.881225515865815	5748.635732582142	-29.280918309984433	6249.486110949354	-29.662331912563552	6759.434908824179	-29.990839854190835	7259.556406302323	-30.263501145090835	7752.821747940547	-30.482406285741245	8251.095420142767	-30.67710771257408	8762.201215194538	-30.79489211424102	9266.405410354084	-30.932483876241818	9758.19622894132	-31.07700888673562	10263.121445458055	-27.110159142463836	4442.247987847948	-28.63842393798612	5536.148092775338	-27.609163436935823	4726.112380694397	-29.2413169667242	6197.686507530391	-30.132960087427925	7523.852129426542	-29.58725196392413	6783.502010948252	-29.677920149681082	6832.973429309854
155	M0III	-26.443327058752807	4257.7433205540165	-27.670483270022444	4755.646409923665	-28.308949426517426	5255.022260503111	-28.863003386839683	5748.635732582142	-29.335569145986703	6249.486110949354	-29.81245560364973	6759.434908824179	-30.27928532389471	7259.556406302323	-30.629587963129758	7752.821747940547	-30.90373405473038	8251.095420142767	-31.13356581379957	8762.201215194538	-31.296902906149093	9266.405410354084	-31.445604780424766	9758.19622894132	-31.603750295248922	10263.121445458055	-26.99641667443091	4442.247987847948	-28.639087631595075	5536.148092775338	-27.534268678772733	4726.112380694397	-29.295111803099093	6197.686507530391	-30.467238242949385	7523.852129426542	-29.689157830793715	6783.502010948252	-29.820170979386475	6832.973429309854
